"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"1152","C. Brandoli","Dexamethasone reduces the expression of p75 neurotrophin receptor and apoptosis in contused spinal cord",2001,"Molecular Brain Research",NA,"2021-01-16 13:24:13","Article","10.1016/S0169-328X(00)00284-9","0169-328X",87,NA,"dexamethasone","scopus"
"1153","A. MacKay","MRI characteristics of suspected acute spinal cord infarction in two cats, and a review of the literature",2005,"Journal of Feline Medicine and Surgery",NA,"2021-01-16 13:24:13","Article","10.1016/j.jfms.2004.08.001","1098-612X",7,NA,"dexamethasone","scopus"
"1154","I. Avilés-Hernández","Nontraumatic myelopathy associated with surfing",2007,"Journal of Spinal Cord Medicine",NA,"2021-01-16 13:24:13","Conference Paper","10.1080/10790268.2007.11753939","1079-0268",30,NA,"dexamethasone","scopus"
"1155","M. Arias","Treatment of experimental spinal cord injury with TRH, naloxone, and dexamethasone",1987,"Surgical Neurology",NA,"2021-01-16 13:24:13","Article","10.1016/0090-3019(87)90054-1","0090-3019",28,NA,"dexamethasone","scopus"
"1156","T. Genovese","Beneficial effects of FeTSPP, a peroxynitrite decomposition catalyst, in a mouse model of spinal cord injury",2007,"Free Radical Biology and Medicine",NA,"2021-01-16 13:24:13","Article","10.1016/j.freeradbiomed.2007.05.012","0891-5849",43,NA,"dexamethasone","scopus"
"1157","G. Zäch","Treatment results of spinal cord injuries in the swiss paraplegic centre of basle",1976,"Paraplegia",NA,"2021-01-16 13:24:13","Article","10.1038/sc.1976.9","0031-1758",14,NA,"dexamethasone","scopus"
"1158","P. Yu-Wai-Man","Steroids for traumatic optic neuropathy",2007,"Cochrane Database of Systematic Reviews",NA,"2021-01-16 13:24:13","Review","10.1002/14651858.CD006032.pub2","1469-493X",NA,NA,"dexamethasone","scopus"
"1159","B. Currier","Neurological complications of cervical spine surgery: C5 palsy and intraoperative monitoring",2012,"Spine",NA,"2021-01-16 13:24:13","Review","10.1097/BRS.0b013e3182417276","0362-2436",37,NA,"dexamethasone","scopus"
"1160","W.T.J. Hendriks","Lentiviral vector-mediated reporter gene expression in avulsed spinal ventral root is short-term, but is prolonged using an immune ""stealth"" transgene",2007,"Restorative Neurology and Neuroscience",NA,"2021-01-16 13:24:13","Article","","0922-6028",25,NA,"dexamethasone","scopus"
"1161","T. Genovese","Combination of dexamethasone and etanercept reduces secondary damage in experimental spinal cord trauma",2007,"Neuroscience",NA,"2021-01-16 13:24:13","Article","10.1016/j.neuroscience.2007.06.059","0306-4522",150,NA,"dexamethasone","scopus"
"1162","R.R. Hansebout","Current status of spinal cord cooling in the treatment of acute spinal cord injury",1984,"Spine",NA,"2021-01-16 13:24:13","Article","10.1097/00007632-198407000-00020","0362-2436",9,NA,"dexamethasone","scopus"
"1163","T. Genovese","Effects of combination of melatonin and dexamethasone on secondary injury in an experimental mice model of spinal cord trauma",2007,"Journal of Pineal Research",NA,"2021-01-16 13:24:13","Article","10.1111/j.1600-079X.2007.00454.x","0742-3098",43,NA,"dexamethasone","scopus"
"1164","A.I. Faden","Megadose corticosteroid therapy following experimental traumatic spinal injury",1984,"Journal of Neurosurgery",NA,"2021-01-16 13:24:13","Article","10.3171/jns.1984.60.4.0712","0022-3085",60,NA,"dexamethasone","scopus"
"1165","J.C. de la Torre","Pharmacologic treatment and evaluation of permanent experimental spinal cord trauma",1975,"Neurology",NA,"2021-01-16 13:24:13","Article","10.1212/wnl.25.6.508","0028-3878",25,NA,"dexamethasone","scopus"
"1166","B. Blits","Pharmacological, cell, and gene therapy strategies to promote spinal cord regeneration",2002,"Cell Transplantation",NA,"2021-01-16 13:24:13","Article","10.3727/000000002783985521","0963-6897",11,NA,"dexamethasone","scopus"
"1167","R.R. Hansebout","Local cooling for traumatic spinal cord injury: Outcomes in 20 patients and review of the literature: Clinical article",2014,"Journal of Neurosurgery: Spine",NA,"2021-01-16 13:24:13","Article","10.3171/2014.2.SPINE13318","1547-5654",20,NA,"dexamethasone","scopus"
"1168","P. Black","Experimental spinal cord injury in monkeys: Comparison of steroids and local hypothermia",1971,"Surgical Forum",NA,"2021-01-16 13:24:13","Article","","0071-8041",NA,NA,"dexamethasone","scopus"
"1169","R. Hansebout","Effects of local hypothermia and of steroids upon recovery from experimental spinal cord compression injury",1975,"Surgical Neurology",NA,"2021-01-16 13:24:13","Article","","0090-3019",4,NA,"dexamethasone","scopus"
"1170","S. Fukuda","Cerebral protection",2007,"British Journal of Anaesthesia",NA,"2021-01-16 13:24:13","Review","10.1093/bja/aem140","0007-0912",99,NA,"dexamethasone","scopus"
"1171","I. Glezer","Glucocorticoids: Protectors of the brain during innate immune responses",2004,"Neuroscientist",NA,"2021-01-16 13:24:13","Review","10.1177/1073858404263494","1073-8584",10,NA,"dexamethasone","scopus"
"1172","B. Bose","Reanalysis of central cervical cord injury management",1984,"Neurosurgery",NA,"2021-01-16 13:24:13","Article","10.1227/00006123-198409000-00012","0148-396X",15,NA,"dexamethasone","scopus"
"1173","M. Lewin","Chemical characteristics of traumatic spinal cord edema in cats. Effect of steroids on potassium depletion",1974,"Journal of Neurosurgery",NA,"2021-01-16 13:24:13","Article","10.3171/jns.1974.40.1.0065","0022-3085",40,NA,"dexamethasone","scopus"
"1174","L. Janssen","Pathogenesis of spinal cord injury and newer treatments: A review",1989,"Spine",NA,"2021-01-16 13:24:13","Article","10.1097/00007632-198901000-00005","0362-2436",14,NA,"dexamethasone","scopus"
"1175","C. Bono","Gunshot wounds to the spine",2004,"Spine Journal",NA,"2021-01-16 13:24:13","Review","10.1016/S1529-9430(03)00178-5","1529-9430",4,NA,"dexamethasone","scopus"
"1176","E.D. Hall","Glucocorticoid mechanisms in acute spinal cord injury: A review and therapeutic rationale",1982,"Surgical Neurology",NA,"2021-01-16 13:24:13","Article","10.1016/0090-3019(82)90140-9","0090-3019",18,NA,"dexamethasone","scopus"
"1177","E. Hall","Biochemistry and pharmacology of lipid antioxidants in acute brain and spinal cord injury",1992,"Journal of Neurotrauma",NA,"2021-01-16 13:24:13","Article","","0897-7151",9,NA,"dexamethasone","scopus"
"1178","D.J. Short","High dose methylprednisolone in the management of acute spinal cord injury - A systematic review from a clinical perspective",2000,"Spinal Cord",NA,"2021-01-16 13:24:13","Review","10.1038/sj.sc.3100986","1362-4393",38,NA,"dexamethasone","scopus"
"1179","A. Faden","Thyrotropin-Releasing Hormone Improves Neurologic Recovery after Spinal Trauma in Cats",1981,"New England Journal of Medicine",NA,"2021-01-16 13:24:13","Article","10.1056/NEJM198110293051806","0028-4793",305,NA,"dexamethasone","scopus"
"1180","E. Hall","Neuroprotection and Acute Spinal Cord Injury: A Reappraisal",2004,"NeuroRx",NA,"2021-01-16 13:24:13","Article","10.1602/neurorx.1.1.80","1545-5343",1,NA,"dexamethasone","scopus"
"1181","D. Giulian","Inhibition of mononuclear phagocytes reduces ischemic injury in the spinal cord",1990,"Annals of Neurology",NA,"2021-01-16 13:24:13","Article","10.1002/ana.410270107","0364-5134",27,NA,"dexamethasone","scopus"
"1182","E. Hall","The neuroprotective pharmacology of methylprednisolone",1992,"Journal of Neurosurgery",NA,"2021-01-16 13:24:13","Review","10.3171/jns.1992.76.1.0013","0022-3085",76,NA,"dexamethasone","scopus"
"1183","E.C. Simmons","Mitochondrial biogenesis as a therapeutic target for traumatic and neurodegenerative CNS diseases",2020,"Experimental Neurology",NA,"2021-01-16 13:24:42","Review","10.1016/j.expneurol.2020.113309","0014-4886",329,NA,"dexmedetomidine","scopus"
"1184","C.V. Ghincea","Spinal Cord Protection for Thoracic Aortic Surgery: Bench to Bedside",2019,"Seminars in Thoracic and Cardiovascular Surgery",NA,"2021-01-16 13:24:42","Article","10.1053/j.semtcvs.2019.02.025","1043-0679",31,NA,"dexmedetomidine","scopus"
"1185","J. Koffler","Using templated agarose scaffolds to promote axon regeneration through sites of spinal cord injury",2014,"Methods in Molecular Biology",NA,"2021-01-16 13:24:42","Article","10.1007/978-1-4939-0777-9_13","1064-3745",1162,NA,"dexmedetomidine","scopus"
"1186","K. Kim","Anesthetic considerations in the treatment of cervical myelopathy",2006,"Spine Journal",NA,"2021-01-16 13:24:42","Review","10.1016/j.spinee.2006.04.007","1529-9430",6,NA,"dexmedetomidine","scopus"
"1187","T. Hemmen","Hypothermia after acute ischemic stroke",2009,"Journal of Neurotrauma",NA,"2021-01-16 13:24:42","Review","10.1089/neu.2008.0574","0897-7151",26,NA,"dexmedetomidine","scopus"
"1188","N. Zhang","Inflammation &amp; apoptosis in spinal cord injury",2012,"Indian Journal of Medical Research",NA,"2021-01-16 13:24:42","Review","","0971-5916",135,NA,"dexmedetomidine","scopus"
"1189","C. Topsakal","Effects of methylprednisolone and dextromethorphan on lipid peroxidation in an experimental model of spinal cord injury",2002,"Neurosurgical Review",NA,"2021-01-16 13:25:21","Article","10.1007/s101430100183","0344-5607",25,NA,"dextromethorphan","scopus"
"1190","Y. Barkana","Neuroprotection in ophthalmology: A review",2004,"Brain Research Bulletin",NA,"2021-01-16 13:25:21","Conference Paper","10.1016/S0361-9230(03)00071-6","0361-9230",62,NA,"dextromethorphan","scopus"
"1191","J. Long","Dynorphin A-induced rat spinal cord injury: Evidence for excitatory amino acid involvement in a pharmacological model of ischemic spinal cord injury",1994,"Journal of Pharmacology and Experimental Therapeutics",NA,"2021-01-16 13:25:21","Article","","0022-3565",269,NA,"dextromethorphan","scopus"
"1192","N. Gentile","Antagonists of excitatory amino acids and endogenous opioid peptides in the treatment of experimental central nervous system injury",1993,"Annals of Emergency Medicine",NA,"2021-01-16 13:25:21","Review","10.1016/S0196-0644(05)82746-5","0196-0644",22,NA,"dextromethorphan","scopus"
"1193","E. Norwitz","Obstetric issues in women with neurologic diseases",1997,"Current Problems in Obstetrics, Gynecology and Fertility",NA,"2021-01-16 13:26:41","Review","","8756-0410",20,NA,"diazepam","scopus"
"1194","M. Çaliş","Clinical evaluation and treatment of neurogenic bladder",2004,"Journal of Rheumatology and Medical Rehabilitation",NA,"2021-01-16 13:26:41","Article","","1300-0691",15,NA,"diazepam","scopus"
"1195","D. Plantier","Spasticity: Clinical, physiological and therapeutic approaches. A review (First part)",1995,"Lyon Pharmaceutique",NA,"2021-01-16 13:26:41","Article","10.1016/0024-7804(96)85741-1","0024-7804",46,NA,"diazepam","scopus"
"1196","V. Fanelli","Anesthetic optimization for nonheartbeating donors",2010,"Current Opinion in Anaesthesiology",NA,"2021-01-16 13:26:41","Review","10.1097/ACO.0b013e3283395352","0952-7907",23,NA,"diazepam","scopus"
"1197","J. Harnie","The recovery of standing and locomotion after spinal cord injury does not require task-specific training",2019,"eLife",NA,"2021-01-16 13:26:41","Article","10.7554/eLife.50134","2050-084X",8,NA,"diazepam","scopus"
"1198","K. Burns","Passive limb movement intervals results in repeated hyperemic responses in those with paraplegia",2018,"Spinal Cord",NA,"2021-01-16 13:26:41","Article","10.1038/s41393-018-0099-6","1362-4393",56,NA,"diazepam","scopus"
"1199","E.R. Theriault","Antispasmodic medications may be associated with reduced recovery during inpatient rehabilitation after traumatic spinal cord injury",2018,"Journal of Spinal Cord Medicine",NA,"2021-01-16 13:26:41","Article","10.1080/10790268.2016.1245010","1079-0268",41,NA,"diazepam","scopus"
"1200","K. Potter-Baker","Reliability of TMS metrics in patients with chronic incomplete spinal cord injury",2016,"Spinal Cord",NA,"2021-01-16 13:26:41","Article","10.1038/sc.2016.47","1362-4393",54,NA,"diazepam","scopus"
"1201","N. Zidan","A randomized, blinded, prospective clinical trial of postoperative rehabilitation in dogs after surgical decompression of acute thoracolumbar intervertebral disc herniation",2018,"Journal of Veterinary Internal Medicine",NA,"2021-01-16 13:26:41","Article","10.1111/jvim.15086","0891-6640",32,NA,"diazepam","scopus"
"1202","R.B. Song","Von Frey anesthesiometry to assess sensory impairment after acute spinal cord injury caused by thoracolumbar intervertebral disc extrusion in dogs",2016,"Veterinary Journal",NA,"2021-01-16 13:26:41","Article","10.1016/j.tvjl.2015.07.028","1090-0233",209,NA,"diazepam","scopus"
"1203","I. Perkash","Management of neurogenic bladder dysfunctions following acute traumatic cervical central cord syndrome (incomplete tetraplegia)",1977,"Paraplegia",NA,"2021-01-16 13:26:41","Article","10.1038/sc.1977.5","0031-1758",15,NA,"diazepam","scopus"
"1204","C.E. Morris","Left-shifted Nav channels in injured bilayer: Primary targets for neuroprotective Nav antagonists?",2012,"Frontiers in Pharmacology",NA,"2021-01-16 13:26:41","Article","10.3389/fphar.2012.00019","1663-9812",3,NA,"diazepam","scopus"
"1205","E. Gordon","Outcome of head injury in 2298 patients treated in a single clinic during a 21-year period",1995,"Journal of Neurosurgical Anesthesiology",NA,"2021-01-16 13:26:41","Article","10.1097/00008506-199510000-00001","0898-4921",7,NA,"diazepam","scopus"
"1206","S. Grasmueck","Survival rates and outcomes in cats with thoracic and lumbar spinal cord injuries due to external trauma",2004,"Journal of Small Animal Practice",NA,"2021-01-16 13:26:41","Article","10.1111/j.1748-5827.2004.tb00236.x","0022-4510",45,NA,"diazepam","scopus"
"1207","H. Kumru","Effects of high-frequency repetitive transcranial magnetic stimulation on motor and gait improvement in incomplete spinal cord injury patients",2013,"Neurorehabilitation and Neural Repair",NA,"2021-01-16 13:26:41","Article","10.1177/1545968312471901","1545-9683",27,NA,"diazepam","scopus"
"1208","A. MacKay","MRI characteristics of suspected acute spinal cord infarction in two cats, and a review of the literature",2005,"Journal of Feline Medicine and Surgery",NA,"2021-01-16 13:26:41","Article","10.1016/j.jfms.2004.08.001","1098-612X",7,NA,"diazepam","scopus"
"1209","V. Belegu","Restoring Function After Spinal Cord Injury: Promoting Spontaneous Regeneration with Stem Cells and Activity-Based Therapies",2007,"Neurosurgery Clinics of North America",NA,"2021-01-16 13:26:41","Review","10.1016/j.nec.2006.10.012","1042-3680",18,NA,"diazepam","scopus"
"1210","P.M. Murphy","Intrathecal catheter granuloma associated with isolated baclofen infusion",2006,"Anesthesia and Analgesia",NA,"2021-01-16 13:26:41","Article","10.1213/01.ane.0000196523.06573.10","0003-2999",102,NA,"diazepam","scopus"
"1211","J. D'Amico","Recovery of neuronal and network excitability after spinal cord injury and implications for spasticity",2014,"Frontiers in Integrative Neuroscience",NA,"2021-01-16 13:26:41","Review","10.3389/fnint.2014.00036","1662-5145",8,NA,"diazepam","scopus"
"1212","H. Sharma","Early microvascular reactions and blood-spinal cord barrier disruption are instrumental in pathophysiology of spinal cord injury and repair: Novel therapeutic strategies including nanowired drug delivery to enhance neuroprotection",2011,"Journal of Neural Transmission",NA,"2021-01-16 13:26:41","Article","10.1007/s00702-010-0514-4","0300-9564",118,NA,"diazepam","scopus"
"1213","H. Hayes","Daily intermittent hypoxia enhances walking after chronic spinal cord injury A randomized trial",2014,"Neurology",NA,"2021-01-16 13:26:41","Article","10.1212/01.WNL.0000437416.34298.43","0028-3878",82,NA,"diazepam","scopus"
"1214","A. Blight","The Effects of 4-Aminopyridine on Neurological Deficits in Chronic Cases of Traumatic Spinal Cord Injury in Dogs: A Phase I Clinical Trial",1991,"Journal of Neurotrauma",NA,"2021-01-16 13:26:41","Article","10.1089/neu.1991.8.103","0897-7151",8,NA,"diazepam","scopus"
